stoneKiller;callingStation1;callingStation2;callingStation3
10712;3508;5713;4063
10692;3568;5693;4043
10692;3608;5673;4023
10692;3588;5713;4003
10682;3638;5693;3983
10662;3698;5673;3963
10662;3678;5713;3943
10662;3658;5693;3983
10652;3673;5673;3998
10632;3653;5653;4058
10632;3633;5693;4038
10632;3673;5673;4018
10622;3653;5723;3998
10602;3713;5703;3978
10502;3613;6003;3878
10502;3653;5983;3858
10392;3553;6313;3738
10372;3533;6373;3718
10372;3513;6353;3758
10372;3493;6333;3798
10262;3393;6213;4128
10242;3453;6193;4108
10242;3433;6173;4148
10562;3333;6073;4028
10552;3313;6053;4078
10432;3663;5933;3968
10432;3703;5913;3948
10432;3683;5893;3988
10322;4033;5773;3868
10202;3913;5653;4228
10202;3893;5693;4208
10202;3873;5733;4188
10192;3853;5783;4168
10172;3833;5843;4148
10172;3813;5883;4128
10072;3713;6203;4008
10062;3693;6183;4058
10042;3673;6243;4038
10042;3653;6223;4078
9942;3553;6123;4378
9932;3533;6173;4358
9912;3593;6153;4338
9912;3573;6193;4318
9912;3553;6233;4298
9902;3533;6213;4348
9882;3593;6193;4328
9882;3573;6233;4308
9782;3893;6133;4188
9772;3873;6113;4238
9752;3933;6093;4218
9752;3913;6073;4258
9652;4233;5973;4138
9642;4213;6023;4118
9622;4193;6083;4098
9622;4173;6123;4078
9942;4073;6023;3958
9932;4053;6073;3938
9912;4113;6053;3918
9912;4093;6093;3898
9912;4133;6073;3878
9902;4113;6123;3858
9882;4093;6183;3838
9882;4133;6163;3818
9882;4113;6203;3798
9872;4093;6253;3778
9852;4153;6233;3758
9852;4133;6273;3738
9852;4113;6313;3718
9842;4093;6293;3768
9822;4153;6273;3748
9822;4133;6313;3728
9822;4173;6293;3708
9812;4153;6343;3688
9792;4213;6323;3668
9792;4193;6303;3708
9792;4173;6343;3688
9782;4153;6323;3738
9762;4213;6303;3718
9762;4193;6343;3698
9762;4173;6323;3738
9752;4223;6303;3718
9732;4203;6363;3698
9732;4243;6343;3678
9732;4223;6383;3658
9722;4273;6363;3638
9702;4253;6423;3618
9702;4233;6403;3658
9602;4133;6303;3958
9592;4113;6283;4008
9572;4093;6263;4068
9572;4073;6243;4108
9572;4083;6253;4088
9912;3983;6133;3968
9892;3963;6193;3948
9892;3943;6173;3988
9892;3923;6213;3968
9882;3903;6193;4018
9862;3963;6173;3998
9862;3943;6213;3978
9862;3983;6193;3958
10202;3883;6073;3838
10182;3863;6053;3898
10182;3843;6033;3938
10182;3823;6013;3978
10172;3803;5993;4028
10152;3783;5973;4088
10152;3823;5953;4068
10152;3833;5963;4048
10142;3883;5943;4028
10122;3863;6003;4008
10122;3903;5983;3988
10122;3883;6023;3968
10112;3933;6003;3948
10092;3993;5983;3928
10092;3973;6023;3908
10092;4013;6003;3888
10432;3913;5883;3768
10782;3793;5763;3658
10782;3833;5743;3638
10782;3813;5723;3678
10772;3793;5773;3658
10752;3773;5753;3718
10752;3813;5733;3698
10752;3853;5713;3678
10742;3903;5693;3658
10722;3963;5673;3638
10722;4003;5653;3618
10722;3983;5633;3658
10712;3963;5683;3638
10592;3843;5563;3998
10592;3823;5543;4038
10592;3863;5523;4018
10932;3763;5403;3898
10912;3743;5463;3878
10912;3783;5443;3858
10812;3683;5763;3738
10802;3663;5743;3788
10782;3643;5723;3848
10782;3623;5703;3888
10782;3603;5743;3868
10772;3583;5723;3918
10752;3643;5703;3898
10752;3623;5683;3938
10752;3603;5663;3978
10742;3583;5713;3958
10722;3563;5693;4018
10722;3543;5673;4058
10722;3523;5713;4038
10712;3573;5693;4018
10692;3553;5753;3998
10592;3453;5653;4298
10592;3433;5693;4278
10482;3783;5573;4158
10462;3843;5553;4138
10462;3883;5533;4118
10462;3863;5573;4098
10452;3843;5553;4148
10432;3903;5533;4128
10532;4003;5433;4028
10432;3903;5753;3908
10422;3953;5733;3888
10402;3933;5713;3948
10402;3973;5693;3928
10402;3953;5673;3968
10392;3933;5653;4018
10372;3913;5673;4038
10372;3953;5653;4018
10372;3993;5633;3998
10362;3973;5683;3978
10342;4033;5663;3958
10342;4013;5643;3998
10342;3993;5623;4038
10332;4043;5603;4018
10312;4103;5583;3998
10312;4083;5563;4038
10312;4063;5603;4018
10302;4078;5618;3998
10282;4058;5678;3978
10282;4038;5718;3958
10282;4018;5698;3998
10272;4068;5678;3978
10252;4048;5738;3958
10252;4028;5718;3998
10252;4008;5698;4038
10242;3988;5678;4088
10222;4048;5658;4068
10222;4028;5638;4108
10222;4008;5618;4148
10112;3908;5498;4478
10092;3968;5478;4458
10092;3948;5458;4498
10092;3928;5438;4538
9982;4278;5318;4418
9962;4258;5378;4398
9962;4298;5358;4378
9962;4278;5338;4418
9952;4328;5318;4398
9832;4208;5198;4758
9832;4188;5178;4798
9832;4168;5218;4778
9822;4148;5268;4758
9802;4128;5328;4738
9802;4108;5308;4778
9802;4148;5288;4758
9792;4128;5338;4738
9772;4108;5318;4798
9772;4088;5358;4778
9772;4128;5338;4758
9762;4108;5318;4808
9742;4088;5378;4788
9742;4068;5358;4828
10062;3968;5258;4708
10052;3948;5308;4688
10032;4008;5288;4668
10032;3988;5328;4648
10032;3968;5368;4628
10022;3948;5348;4678
10002;3928;5408;4658
10002;3908;5448;4638
10002;3948;5428;4618
9992;3928;5443;4633
9972;3988;5423;4613
10272;3888;5323;4513
10172;3788;5643;4393
10162;3768;5623;4443
10142;3788;5643;4423
10142;3798;5653;4403
10042;3698;5973;4283
10032;3678;6023;4263
10012;3738;6003;4243
10012;3718;6013;4253
10012;3698;5993;4293
10002;3748;5973;4273
9982;3728;6033;4253
9982;3768;6013;4233
9882;4088;5913;4113
9872;4068;5963;4093
9852;4128;5943;4073
9852;4108;5983;4053
9852;4148;5963;4033
9842;4128;6013;4013
9822;4188;5993;3993
9822;4168;5973;4033
9822;4148;5953;4073
9812;4198;5933;4053
9792;4178;5993;4033
9792;4218;5973;4013
9792;4228;5953;4023
9782;4278;5933;4003
9762;4258;5913;4063
9762;4238;5893;4103
9762;4218;5873;4143
9752;4198;5853;4193
9732;4178;5833;4253
9732;4158;5813;4293
9732;4138;5853;4273
9722;4188;5833;4253
9702;4168;5893;4233
9702;4148;5933;4213
9702;4128;5973;4193
9692;4108;6023;4173
9672;4088;6083;4153
9672;4128;6063;4133
9672;4168;6043;4113
9662;4148;6023;4163
9642;4128;6083;4143
9642;4108;6063;4183
9642;4148;6043;4163
9632;4128;6023;4213
9612;4108;6003;4273
9612;4148;5983;4253
9612;4128;5963;4293
9602;4108;6013;4273
9582;4128;5993;4293
9582;4168;5973;4273
9902;4068;5873;4153
9892;4118;5853;4133
9872;4178;5833;4113
9872;4158;5873;4093
9872;4138;5853;4133
9862;4118;5833;4183
9842;4098;5853;4203
9842;4078;5893;4183
9842;4058;5903;4193
9832;4038;5883;4243
9812;4098;5863;4223
9812;4078;5843;4263
9812;4058;5823;4303
9802;4038;5873;4283
9782;4018;5853;4343
9682;4318;5753;4243
9682;4298;5793;4223
9672;4348;5773;4203
10022;4228;5653;4093
10022;4268;5633;4073
10022;4248;5613;4113
9912;4148;5943;3993
9892;4208;5923;3973
9892;4248;5903;3953
9892;4288;5883;3933
9882;4268;5863;3983
9862;4248;5923;3963
9862;4228;5903;4003
9862;4228;5903;4003
9852;4278;5883;3983
9832;4258;5863;4043
9832;4238;5903;4023
9832;4218;5913;4033
10172;4118;5793;3913
10152;4178;5773;3893
10152;4158;5813;3873
10152;4138;5793;3913
10142;4118;5773;3963
10122;4098;5833;3943
10122;4138;5813;3923
10122;4178;5793;3903
10012;4078;6123;3783
9992;4058;6103;3843
9992;4038;6083;3883
9992;4018;6123;3863
9982;3998;6103;3913
9962;3978;6163;3893
9962;4018;6143;3873
9962;4058;6123;3853
9952;4108;6103;3833
9932;4168;6083;3813
9932;4208;6063;3793
9932;4188;6043;3833
9922;4168;6023;3883
9902;4148;6003;3943
9802;4048;6303;3843
9702;4368;6203;3723
9692;4418;6183;3703
9672;4398;6243;3683
9672;4378;6223;3723
9672;4418;6203;3703
9662;4398;6253;3683
9542;4748;6133;3573
9842;4648;6033;3473
9842;4688;6013;3453
9832;4738;5993;3433
9812;4718;5973;3493
9712;4618;5873;3793
9712;4658;5853;3773
9702;4638;5903;3753
9682;4618;5883;3813
9682;4598;5863;3853
9682;4578;5843;3893
9672;4628;5823;3873
9652;4608;5843;3893
9652;4588;5823;3933
9652;4628;5803;3913
9642;4608;5853;3893
9622;4668;5833;3873
9622;4708;5813;3853
9622;4688;5853;3833
9612;4738;5833;3813
9592;4798;5813;3793
9592;4838;5793;3773
9592;4818;5773;3813
9582;4868;5753;3793
9562;4848;5733;3853
9462;5148;5633;3753
9462;5128;5613;3793
9452;5108;5663;3773
9332;4988;6013;3663
9332;4968;6053;3643
9332;4948;6093;3623
9322;4928;6143;3603
9302;4908;6123;3663
9302;4888;6163;3643
9302;4868;6203;3623
9292;4848;6253;3603
9407;4963;6133;3493
9407;4943;6173;3473
9407;4923;6153;3513
9297;4823;6483;3393
9647;4703;6363;3283
9647;4743;6343;3263
9647;4723;6323;3303
9637;4703;6303;3353
9517;4583;6653;3243
9517;4563;6633;3283
9417;4463;6953;3163
9757;4363;6833;3043
9737;4343;6893;3023
9737;4383;6873;3003
9737;4423;6853;2983
9727;4403;6903;2963
9707;4383;6963;2943
9707;4363;6943;2983
9607;4683;6843;2863
9597;4663;6893;2843
9577;4723;6873;2823
9577;4763;6853;2803
9577;4803;6833;2783
9567;4783;6813;2833
9917;4663;6693;2723
9917;4643;6733;2703
9917;4623;6713;2743
9907;4603;6763;2723
9787;4483;6643;3083
9787;4463;6623;3123
10107;4363;6523;3003
10097;4413;6503;2983
10077;4393;6483;3043
10077;4373;6523;3023
10077;4353;6503;3063
10067;4333;6553;3043
10047;4313;6533;3103
9947;4213;6433;3403
9947;4193;6473;3383
9937;4208;6453;3398
9917;4188;6433;3458
9917;4168;6413;3498
9917;4208;6393;3478
9907;4258;6373;3458
9887;4318;6353;3438
9887;4358;6333;3418
10207;4258;6233;3298
10197;4308;6213;3278
10077;4188;6093;3638
10077;4168;6073;3678
10077;4148;6113;3658
10067;4198;6093;3638
10047;4258;6073;3618
10047;4268;6053;3628
10047;4248;6093;3608
10037;4228;6143;3588
10387;4108;6023;3478
10387;4088;6003;3518
10387;4068;6043;3498
10377;4048;6093;3478
10257;3928;6443;3368
10257;3968;6423;3348
10257;3948;6463;3328
10247;3928;6513;3308
10227;3988;6493;3288
10227;3968;6473;3328
10127;4288;6373;3208
10467;4188;6253;3088
10447;4168;6233;3148
10447;4148;6273;3128
10447;4128;6253;3168
10337;4478;6133;3048
10317;4498;6113;3068
10617;4398;6013;2968
10617;4378;5993;3008
10607;4358;5973;3058
10957;4238;5853;2948
10957;4218;5833;2988
10957;4198;5873;2968
10947;4248;5853;2948
10927;4308;5833;2928
10927;4288;5873;2908
10927;4328;5853;2888
10917;4308;5903;2868
10897;4288;5963;2848
10797;4188;5863;3148
10697;4508;5763;3028
10687;4558;5743;3008
10667;4618;5723;2988
10667;4598;5703;3028
10667;4578;5743;3008
10657;4558;5723;3058
10637;4538;5703;3118
10637;4578;5683;3098
10637;4558;5663;3138
10977;4458;5543;3018
11327;4338;5423;2908
11227;4238;5723;2808
11227;4278;5703;2788
11217;4328;5683;2768
11197;4308;5743;2748
11197;4288;5783;2728
11197;4328;5763;2708
11187;4308;5813;2688
11167;4288;5873;2668
11167;4328;5853;2648
11067;4228;6173;2528
11057;4208;6223;2508
10937;4558;6103;2398
11237;4458;6003;2298
11237;4438;6043;2278
11227;4418;6093;2258
11207;4398;6073;2318
11207;4378;6113;2298
11207;4418;6093;2278
11197;4468;6073;2258
11177;4448;6053;2318
11177;4428;6093;2298
11497;4328;5993;2178
11487;4308;5973;2228
11467;4368;5953;2208
11767;4268;5853;2108
11767;4248;5833;2148
11657;4148;5713;2478
11637;4208;5693;2458
11637;4188;5673;2498
11637;4228;5653;2478
11627;4278;5633;2458
11607;4338;5613;2438
11607;4318;5593;2478
11607;4298;5633;2458
11947;4198;5513;2338
12297;4078;5393;2228
12297;4058;5433;2208
12297;4038;5473;2188
12287;4018;5453;2238
12267;4038;5433;2258
12267;4018;5473;2238
12267;4058;5453;2218
12257;4108;5433;2198
12607;3988;5313;2088
12907;3888;5213;1988
12907;3868;5253;1968
12897;3848;5233;2018
12877;3908;5213;1998
12877;3888;5193;2038
12877;3868;5233;2018
12867;3918;5213;1998
12847;3898;5193;2058
12847;3878;5173;2098
12747;3988;5073;2188
12737;3968;5053;2238
12717;3948;5033;2298
12717;3928;5073;2278
12717;3968;5053;2258
12707;4018;5033;2238
12687;4078;5013;2218
12687;4058;4993;2258
12687;4098;4973;2238
12577;4448;4853;2118
12557;4428;4833;2178
12557;4468;4813;2158
12557;4448;4793;2198
12547;4428;4773;2248
12897;4308;4653;2138
12897;4288;4633;2178
12897;4268;4673;2158
12887;4248;4653;2208
13237;4128;4533;2098
13237;4168;4513;2078
13237;4148;4553;2058
13227;4198;4533;2038
13207;4178;4513;2098
13207;4158;4553;2078
13107;4058;4873;1958
13097;4108;4853;1938
13077;4088;4833;1998
13077;4068;4873;1978
13397;3968;4773;1858
13287;3868;4653;2188
13267;3928;4633;2168
13267;3908;4613;2208
13267;3948;4593;2188
13157;3848;4923;2068
13137;3828;4903;2128
13137;3868;4883;2108
13137;3908;4863;2088
13127;3888;4913;2068
13107;3868;4973;2048
13107;3848;4953;2088
13107;3828;4993;2068
13097;3878;4973;2048
13077;3858;4953;2108
13077;3898;4933;2088
13397;3798;4833;1968
13387;3778;4813;2018
13367;3758;4873;1998
13367;3798;4853;1978
13367;3778;4893;1958
13357;3758;4873;2008
13337;3738;4853;2068
13337;3718;4893;2048
13337;3698;4873;2088
13227;3598;4753;2418
13207;3658;4733;2398
13207;3698;4713;2378
13207;3678;4693;2418
13197;3728;4673;2398
13177;3708;4653;2458
13177;3748;4633;2438
13077;3648;4953;2318
13067;3628;4933;2368
13047;3608;4913;2428
13047;3588;4893;2468
13047;3628;4873;2448
13037;3608;4923;2428
13017;3668;4903;2408
13017;3648;4883;2448
13017;3658;4893;2428
13007;3638;4873;2478
12987;3618;4853;2538
12987;3598;4833;2578
12987;3578;4873;2558
12977;3581;4876;2561
12957;3561;4936;2541
12957;3541;4976;2521
12957;3521;4956;2561
12947;3571;4936;2541
12927;3551;4916;2601
12927;3531;4896;2641
12927;3511;4936;2621
12917;3491;4916;2671
12897;3551;4896;2651
12897;3531;4936;2631
12897;3571;4916;2611
13237;3471;4796;2491
13117;3586;4676;2616
13117;3566;4716;2596
13117;3606;4696;2576
13107;3586;4746;2556
13087;3566;4726;2616
13087;3546;4766;2596
13087;3526;4746;2636
13077;3576;4726;2616
13057;3556;4786;2596
12957;3456;4686;2896
12957;3436;4666;2936
12947;3416;4646;2986
12927;3476;4626;2966
12927;3456;4606;3006
12927;3496;4586;2986
12917;3476;4636;2966
12897;3456;4616;3026
12897;3496;4596;3006
12897;3536;4576;2986
12787;3436;4906;2866
12767;3416;4886;2926
12767;3456;4866;2906
12767;3436;4846;2946
12657;3786;4726;2826
12637;3766;4706;2886
12637;3746;4746;2866
12637;3786;4726;2846
12627;3836;4706;2826
12507;3716;4586;3186
12507;3696;4626;3166
12507;3676;4606;3206
12497;3656;4656;3186
12477;3716;4636;3166
12477;3756;4616;3146
12477;3766;4626;3126
12467;3816;4606;3106
12447;3876;4586;3086
12447;3916;4566;3066
12447;3896;4546;3106
12437;3946;4526;3086
12417;3966;4506;3106
12417;4006;4486;3086
12417;4046;4466;3066
12407;4096;4446;3046
12387;4156;4426;3026
12387;4196;4406;3006
12387;4176;4446;2986
12727;4076;4326;2866
12707;4136;4306;2846
12707;4116;4346;2826
12707;4156;4326;2806
12697;4136;4306;2856
12677;4196;4286;2836
12677;4176;4326;2816
12677;4216;4306;2796
13017;4116;4186;2676
12997;4176;4166;2656
12997;4216;4146;2636
12997;4256;4126;2616
12887;4606;4006;2496
13237;4486;3886;2386
13237;4526;3866;2366
13557;4426;3766;2246
13547;4406;3816;2226
13897;4286;3696;2116
13897;4326;3676;2096
13897;4366;3656;2076
13887;4346;3706;2056
13867;4326;3686;2116
13867;4306;3666;2156
13867;4286;3706;2136
13757;4636;3586;2016
13737;4616;3646;1996
13737;4596;3686;1976
13637;4496;3586;2276
13977;4396;3466;2156
13957;4376;3446;2216
13857;4276;3746;2116
13857;4256;3726;2156
13847;4236;3776;2136
13727;4116;3656;2496
13727;4096;3636;2536
13727;4076;3676;2516
13717;4056;3656;2566
13697;4036;3636;2626
13697;4016;3676;2606
13697;3996;3716;2586
13687;3976;3696;2636
13567;3856;3576;2996
13567;3896;3556;2976
13567;3876;3536;3016
13557;3856;3516;3066
13907;3736;3396;2956
13907;3716;3436;2936
14227;3616;3336;2816
14217;3596;3386;2796
14197;3656;3366;2776
14497;3556;3266;2676
14497;3536;3306;2656
14487;3516;3356;2636
14467;3576;3336;2616
14467;3556;3316;2656
14367;3876;3216;2536
14357;3926;3196;2516
14337;3906;3176;2576
14337;3886;3216;2556
14337;3866;3256;2536
14327;3916;3236;2516
14307;3896;3296;2496
14307;3936;3276;2476
14307;3976;3256;2456
14297;4026;3236;2436
14277;4006;3216;2496
14277;3986;3196;2536
14277;3966;3236;2516
14267;3946;3216;2566
14247;4006;3196;2546
14247;3986;3176;2586
14247;4026;3156;2566
14237;4006;3206;2546
14217;4066;3186;2526
14217;4106;3166;2506
14217;4146;3146;2486
14207;4196;3126;2466
14187;4176;3106;2526
14187;4216;3086;2506
14187;4256;3066;2486
14177;4236;3046;2536
14157;4296;3026;2516
14157;4276;3066;2496
14157;4316;3046;2476
14047;4216;2926;2806
14027;4276;2906;2786
14027;4256;2946;2766
14347;4156;2846;2646
14337;4206;2826;2626
14687;4086;2706;2516
14587;3986;3006;2416
14587;3966;2986;2456
14577;4016;2966;2436
14557;3996;3026;2416
14557;3976;3006;2456
14557;3956;3046;2436
14547;3936;3096;2416
14427;3816;2976;2776
14727;3716;2876;2676
14727;3696;2856;2716
14717;3676;2906;2696
14697;3656;2886;2756
14697;3696;2866;2736
14697;3676;2846;2776
14687;3726;2826;2756
14667;3786;2806;2736
14667;3766;2846;2716
14667;3746;2886;2696
14657;3726;2866;2746
14637;3706;2926;2726
14637;3686;2906;2766
14637;3666;2886;2806
14627;3716;2866;2786
14507;3596;2746;3146
14507;3576;2786;3126
14507;3616;2766;3106
14497;3596;2746;3156
14477;3576;2726;3216
14477;3556;2706;3256
14477;3536;2686;3296
14467;3586;2666;3276
14447;3566;2646;3336
14447;3546;2626;3376
14447;3526;2606;3416
14787;3426;2486;3296
14767;3486;2466;3276
14767;3526;2446;3256
14667;3426;2346;3556
14657;3406;2326;3606
15007;3286;2206;3496
15007;3266;2246;3476
15007;3246;2286;3456
14997;3226;2336;3436
14977;3206;2396;3416
14977;3186;2436;3396
14977;3166;2476;3376
14967;3216;2456;3356
14947;3196;2436;3416
14947;3176;2476;3396
14947;3156;2456;3436
14937;3206;2436;3416
14917;3266;2416;3396
14917;3246;2456;3376
14917;3286;2436;3356
14907;3266;2416;3406
14887;3286;2436;3386
14887;3266;2416;3426
14887;3306;2396;3406
14877;3356;2376;3386
14857;3336;2356;3446
14857;3316;2336;3486
14857;3296;2376;3466
14847;3276;2426;3446
14827;3256;2406;3506
14827;3236;2386;3546
14827;3276;2366;3526
14817;3256;2416;3506
14797;3316;2396;3486
14797;3356;2376;3466
14697;3676;2276;3346
14687;3726;2256;3326
14667;3706;2316;3306
14667;3686;2356;3286
14667;3726;2336;3266
14657;3706;2386;3246
14637;3686;2366;3306
14637;3726;2346;3286
14537;3626;2666;3166
14527;3606;2716;3146
14407;3486;3066;3036
14407;3466;3046;3076
14407;3446;3026;3116
14397;3496;3006;3096
14277;3376;2886;3456
14277;3416;2866;3436
14277;3396;2906;3416
14267;3446;2886;3396
14247;3506;2866;3376
14247;3486;2846;3416
14247;3466;2826;3456
14237;3516;2806;3436
14217;3496;2786;3496
14217;3536;2766;3476
14217;3516;2746;3516
14107;3416;3076;3396
14087;3476;3056;3376
13987;3376;3156;3476
13987;3356;3196;3456
13977;3406;3176;3436
13957;3386;3156;3496
13957;3366;3196;3476
13957;3406;3176;3456
13847;3756;3056;3336
13827;3736;3036;3396
13827;3716;3076;3376
13827;3696;3056;3416
13717;3596;2936;3746
13697;3576;2996;3726
13597;3876;2896;3626
13597;3916;2876;3606
13587;3966;2856;3586
13567;3946;2836;3646
13567;3926;2816;3686
13567;3966;2796;3666
13557;3946;2846;3646
13537;3926;2826;3706
13537;3906;2866;3686
13537;3886;2906;3666
13527;3936;2886;3646
13507;3916;2946;3626
13407;3816;3246;3526
13407;3796;3226;3566
13397;3846;3206;3546
13377;3826;3266;3526
13377;3866;3246;3506
13377;3846;3226;3546
13367;3896;3206;3526
13347;3876;3186;3586
13647;3776;3086;3486
13647;3756;3066;3526
13637;3736;3046;3576
13617;3716;3106;3556
13617;3696;3086;3596
13617;3676;3126;3576
13957;3576;3006;3456
13937;3556;2986;3516
13937;3596;2966;3496
13937;3576;2946;3536
13927;3556;2996;3516
13907;3616;2976;3496
13907;3596;2956;3536
13907;3576;2936;3576
13897;3556;2986;3556
13877;3536;3046;3536
13777;3436;2946;3836
14097;3336;2846;3716
14437;3236;2726;3596
14417;3296;2706;3576
14417;3276;2746;3556
14417;3256;2786;3536
14407;3306;2766;3516
14387;3366;2746;3496
14387;3346;2726;3536
14387;3356;2736;3516
14377;3336;2716;3566
14357;3316;2696;3626
14357;3296;2736;3606
14357;3276;2716;3646
14347;3326;2696;3626
14327;3306;2756;3606
14627;3206;2656;3506
14627;3246;2636;3486
14617;3226;2616;3536
14597;3206;2596;3596
14597;3186;2636;3576
14597;3166;2676;3556
14587;3146;2726;3536
14567;3206;2706;3516
14567;3186;2746;3496
14567;3166;2726;3536
14457;3066;3056;3416
14437;3046;3116;3396
14737;2946;3016;3296
14737;2986;2996;3276
14727;2966;3046;3256
14707;2946;3106;3236
14707;2986;3086;3216
14707;2966;3126;3196
14697;2946;3176;3176
14677;2926;3236;3156
14677;2906;3216;3196
14677;2886;3196;3236
14667;2866;3246;3216
14647;2846;3226;3276
14647;2826;3266;3256
14647;2806;3306;3236
14637;2786;3286;3286
14617;2766;3266;3346
14617;2746;3246;3386
14617;2786;3226;3366
14507;2686;3556;3246
14487;2666;3536;3306
14487;2646;3516;3346
14487;2626;3556;3326
14377;2526;3886;3206
14357;2506;3946;3186
14357;2486;3986;3166
14357;2466;4026;3146
14347;2516;4006;3126
14327;2496;4066;3106
14327;2536;4046;3086
14327;2546;4056;3066
14317;2596;4036;3046
14297;2576;4056;3066
14297;2556;4036;3106
14297;2596;4016;3086
14287;2646;3996;3066
14267;2626;4056;3046
14267;2666;4036;3026
14267;2646;4016;3066
14257;2626;4066;3046
14237;2606;4126;3026
14237;2586;4106;3066
14237;2566;4086;3106
14227;2546;4136;3086
14207;2526;4116;3146
14207;2506;4156;3126
14207;2546;4136;3106
14197;2596;4116;3086
14177;2656;4096;3066
14177;2696;4076;3046
14177;2736;4056;3026
14167;2716;4036;3076
14147;2696;4016;3136
14147;2736;3996;3116
14147;2776;3976;3096
14487;2676;3856;2976
14467;2656;3916;2956
14467;2636;3956;2936
14467;2616;3936;2976
14357;2516;4266;2856
14337;2576;4246;2836
14337;2616;4226;2816
14337;2656;4206;2796
14327;2706;4186;2776
14307;2686;4246;2756
14307;2726;4226;2736
14207;3046;4126;2616
14197;3096;4106;2596
14177;3076;4086;2656
14177;3116;4066;2636
14177;3156;4046;2616
14167;3206;4026;2596
14147;3266;4006;2576
14147;3306;3986;2556
14147;3286;4026;2536
14137;3336;4006;2516
14117;3356;4026;2496
14117;3336;4066;2476
14017;3236;4386;2356
14007;3286;4366;2336
13987;3266;4426;2316
13987;3306;4406;2296
13987;3286;4386;2336
13977;3266;4436;2316
13957;3246;4496;2296
13957;3286;4476;2276
13857;3606;4376;2156
13847;3656;4356;2136
13827;3636;4416;2116
13827;3676;4396;2096
13827;3716;4376;2076
13817;3696;4356;2126
13697;3811;4236;2251
13697;3791;4276;2231
13697;3771;4286;2241
13687;3821;4266;2221
13667;3801;4246;2281
13667;3801;4246;2281
13667;3841;4226;2261
13657;3821;4206;2311
13637;3881;4186;2291
13637;3861;4166;2331
13637;3901;4146;2311
13627;3881;4126;2361
13607;3941;4106;2341
13607;3921;4146;2321
13607;3901;4126;2361
13597;3881;4176;2341
13577;3861;4236;2321
13577;3841;4216;2361
13577;3881;4196;2341
13567;3861;4246;2321
13547;3841;4306;2301
13547;3821;4286;2341
13547;3861;4266;2321
13537;3841;4246;2371
13517;3821;4306;2351
13517;3861;4286;2331
13517;3841;4266;2371
13507;3821;4316;2351
13487;3801;4296;2411
13487;3781;4336;2391
13487;3761;4316;2431
13477;3741;4366;2411
13457;3721;4426;2391
13457;3701;4406;2431
13457;3681;4386;2471
13447;3661;4436;2451
13427;3641;4416;2511
13427;3621;4396;2551
13427;3601;4436;2531
13417;3581;4486;2511
13397;3641;4466;2491
13397;3621;4446;2531
13397;3661;4426;2511
13387;3641;4476;2491
13367;3701;4456;2471
13367;3741;4436;2451
13367;3721;4416;2491
13357;3771;4396;2471
13337;3751;4376;2531
13337;3731;4356;2571
13337;3711;4336;2611
13327;3691;4386;2591
13677;3571;4266;2481
13677;3551;4306;2461
13577;3451;4626;2341
13567;3431;4606;2391
13547;3491;4586;2371
13447;3791;4486;2271
13447;3771;4466;2311
13787;3671;4346;2191
13767;3651;4326;2251
13767;3631;4306;2291
14087;3531;4206;2171
14077;3511;4186;2221
14057;3491;4246;2201
14057;3471;4286;2181
13957;3791;4186;2061
13947;3841;4166;2041
13827;4191;4046;1931
13827;4171;4086;1911
13827;4151;4126;1891
13817;4131;4176;1871
13797;4111;4236;1851
13797;4091;4276;1831
13797;4131;4256;1811
13912;4031;4136;1916
13892;4091;4116;1896
14192;3991;4016;1796
14192;3971;4056;1776
14182;3951;4106;1756
14162;3931;4086;1816
14162;3911;4126;1796
14162;3891;4166;1776
14152;3871;4216;1756
14032;3751;4566;1646
14032;3791;4546;1626
14032;3771;4586;1606
13922;3671;4916;1486
13902;3651;4976;1466
13902;3631;5016;1446
13902;3611;4996;1486
13892;3591;4976;1536
13872;3571;5036;1516
13872;3551;5016;1556
13872;3531;4996;1596
13862;3581;4976;1576
13842;3561;4956;1636
13842;3541;4936;1676
13842;3521;4916;1716
13832;3501;4966;1696
13812;3481;5026;1676
13812;3521;5006;1656
13812;3531;5016;1636
13802;3511;5066;1616
13782;3491;5046;1676
13782;3471;5086;1656
13782;3451;5066;1696
13772;3431;5046;1746
13752;3411;5106;1726
13752;3451;5086;1706
13752;3431;5126;1686
13742;3411;5176;1666
13722;3391;5236;1646
13722;3371;5216;1686
13622;3271;5536;1566
13612;3321;5516;1546
13592;3301;5576;1526
13492;3601;5476;1426
13492;3581;5516;1406
13832;3481;5396;1286
13812;3461;5376;1346
13812;3471;5386;1326
13812;3451;5366;1366
13702;3351;5246;1696
13682;3331;5266;1716
13682;3311;5306;1696
13682;3291;5346;1676
13572;3191;5676;1556
13552;3171;5656;1616
13552;3211;5636;1596
13552;3191;5676;1576
13542;3171;5656;1626
13522;3151;5716;1606
13522;3131;5756;1586
13522;3171;5736;1566
13512;3221;5716;1546
13492;3201;5696;1606
13492;3181;5736;1586
13492;3161;5716;1626
13482;3141;5766;1606
13462;3121;5826;1586
13462;3101;5866;1566
13462;3081;5846;1606
13452;3061;5826;1656
13432;3121;5806;1636
13432;3101;5786;1676
13432;3081;5826;1656
13422;3061;5806;1706
13402;3121;5786;1686
13402;3161;5766;1666
13402;3141;5806;1646
13392;3121;5786;1696
13372;3101;5766;1756
13372;3081;5806;1736
13372;3061;5786;1776
